id,chapter,model_name,gdp_rating,interest_rate_rating,inflation_rating,employment_rating,stock_market_rating,confidence_level,justification
698,1973-3-new_york,anthropic.claude-instant-v1-1k,1,1,1,1,1,high,This is a mock justification for testing purposes.
699,1973-3-new_york,anthropic.claude-instant-v1-10k,0,-1,1,0,1,low,This is a mock justification for testing purposes.
700,1973-3-new_york,anthropic.claude-instant-v1-100k,1,1,-1,-1,-1,low,This is a mock justification for testing purposes.
701,1973-3-philadelphia,anthropic.claude-v2,-1,1,0,1,0,medium,This is a mock justification for testing purposes.
702,1973-3-philadelphia,ai21.j2-ultra-v1,-1,-1,0,-1,1,medium,This is a mock justification for testing purposes.
703,1973-3-philadelphia,amazon.titan-text-express-v1,-1,1,0,1,0,high,This is a mock justification for testing purposes.
704,1973-3-philadelphia,anthropic.claude-instant-v1,-1,0,-1,0,1,low,This is a mock justification for testing purposes.
705,1973-3-philadelphia,anthropic.claude-instant-v1-100k,1,-1,-1,1,0,low,This is a mock justification for testing purposes.
706,1973-3-philadelphia,anthropic.claude-instant-v1-1k,0,1,-1,1,1,high,This is a mock justification for testing purposes.
707,1973-3-philadelphia,anthropic.claude-instant-v1-10k,-1,-1,-1,-1,1,high,This is a mock justification for testing purposes.
708,1973-3-philadelphia,anthropic.claude-instant-v1-100k,1,0,0,1,-1,medium,This is a mock justification for testing purposes.
709,1973-3-philadelphia,anthropic.claude-instant-v1-1k,-1,-1,1,0,0,medium,This is a mock justification for testing purposes.
710,1973-3-philadelphia,anthropic.claude-instant-v1-10k,0,-1,0,0,1,high,This is a mock justification for testing purposes.
711,1973-3-philadelphia,anthropic.claude-instant-v1-100k,0,-1,1,0,1,low,This is a mock justification for testing purposes.
712,1973-3-philadelphia,anthropic.claude-instant-v1-1k,1,-1,1,0,-1,low,This is a mock justification for testing purposes.
713,1973-3-philadelphia,anthropic.claude-instant-v1-10k,-1,-1,1,1,1,high,This is a mock justification for testing purposes.
714,1973-3-philadelphia,anthropic.claude-instant-v1-100k,0,1,1,0,0,medium,This is a mock justification for testing purposes.
715,1973-3-philadelphia,anthropic.claude-instant-v1-1k,0,1,-1,0,-1,high,This is a mock justification for testing purposes.
716,1973-3-philadelphia,anthropic.claude-instant-v1-10k,0,1,0,-1,-1,medium,This is a mock justification for testing purposes.
717,1973-3-philadelphia,anthropic.claude-instant-v1-100k,1,1,0,-1,-1,medium,This is a mock justification for testing purposes.
718,1973-3-philadelphia,anthropic.claude-instant-v1-1k,0,1,1,1,1,medium,This is a mock justification for testing purposes.
719,1973-3-philadelphia,anthropic.claude-instant-v1-10k,-1,1,0,1,-1,low,This is a mock justification for testing purposes.
720,1973-3-philadelphia,anthropic.claude-instant-v1-100k,0,-1,1,0,-1,high,This is a mock justification for testing purposes.
721,1973-3-richmond,anthropic.claude-v2,1,0,1,0,0,medium,This is a mock justification for testing purposes.
722,1973-3-richmond,ai21.j2-ultra-v1,-1,1,-1,0,-1,high,This is a mock justification for testing purposes.
723,1973-3-richmond,amazon.titan-text-express-v1,1,0,1,0,1,high,This is a mock justification for testing purposes.
724,1973-3-richmond,anthropic.claude-instant-v1,-1,-1,1,1,1,high,This is a mock justification for testing purposes.
725,1973-3-richmond,anthropic.claude-instant-v1-100k,0,0,1,-1,0,high,This is a mock justification for testing purposes.
726,1973-3-richmond,anthropic.claude-instant-v1-1k,1,1,0,-1,-1,low,This is a mock justification for testing purposes.
727,1973-3-richmond,anthropic.claude-instant-v1-10k,0,1,-1,1,-1,high,This is a mock justification for testing purposes.
728,1973-3-richmond,anthropic.claude-instant-v1-100k,-1,0,0,1,-1,medium,This is a mock justification for testing purposes.
729,1973-3-richmond,anthropic.claude-instant-v1-1k,1,0,1,1,-1,high,This is a mock justification for testing purposes.
730,1973-3-richmond,anthropic.claude-instant-v1-10k,1,0,0,0,0,medium,This is a mock justification for testing purposes.
731,1973-3-richmond,anthropic.claude-instant-v1-100k,1,0,0,-1,-1,medium,This is a mock justification for testing purposes.
732,1973-3-richmond,anthropic.claude-instant-v1-1k,-1,1,0,-1,-1,low,This is a mock justification for testing purposes.
733,1973-3-richmond,anthropic.claude-instant-v1-10k,1,-1,0,0,0,medium,This is a mock justification for testing purposes.
734,1973-3-richmond,anthropic.claude-instant-v1-100k,0,-1,-1,0,0,low,This is a mock justification for testing purposes.
735,1973-3-richmond,anthropic.claude-instant-v1-1k,0,1,-1,1,0,high,This is a mock justification for testing purposes.
736,1973-3-richmond,anthropic.claude-instant-v1-10k,0,0,-1,1,0,high,This is a mock justification for testing purposes.
737,1973-3-richmond,anthropic.claude-instant-v1-100k,0,1,1,1,0,low,This is a mock justification for testing purposes.
738,1973-3-richmond,anthropic.claude-instant-v1-1k,-1,1,-1,-1,0,medium,This is a mock justification for testing purposes.
739,1973-3-richmond,anthropic.claude-instant-v1-10k,-1,-1,1,-1,-1,high,This is a mock justification for testing purposes.
740,1973-3-richmond,anthropic.claude-instant-v1-100k,-1,1,1,1,1,low,This is a mock justification for testing purposes.
741,1973-3-san_francisco,anthropic.claude-v2,1,0,0,1,1,high,This is a mock justification for testing purposes.
742,1973-3-san_francisco,ai21.j2-ultra-v1,-1,-1,-1,1,1,low,This is a mock justification for testing purposes.
743,1973-3-san_francisco,amazon.titan-text-express-v1,-1,-1,1,-1,1,low,This is a mock justification for testing purposes.
744,1973-3-san_francisco,anthropic.claude-instant-v1,1,0,-1,1,0,low,This is a mock justification for testing purposes.
745,1973-3-san_francisco,anthropic.claude-instant-v1-100k,-1,-1,1,-1,1,high,This is a mock justification for testing purposes.
746,1973-3-san_francisco,anthropic.claude-instant-v1-1k,1,1,1,-1,-1,medium,This is a mock justification for testing purposes.
747,1973-3-san_francisco,anthropic.claude-instant-v1-10k,0,0,1,0,-1,medium,This is a mock justification for testing purposes.
748,1973-3-san_francisco,anthropic.claude-instant-v1-100k,0,-1,-1,1,0,high,This is a mock justification for testing purposes.
749,1973-3-san_francisco,anthropic.claude-instant-v1-1k,-1,-1,-1,-1,0,low,This is a mock justification for testing purposes.
750,1973-3-san_francisco,anthropic.claude-instant-v1-10k,0,0,-1,-1,0,high,This is a mock justification for testing purposes.
751,1973-3-san_francisco,anthropic.claude-instant-v1-100k,-1,0,1,1,1,low,This is a mock justification for testing purposes.
752,1973-3-san_francisco,anthropic.claude-instant-v1-1k,-1,1,-1,1,1,high,This is a mock justification for testing purposes.
753,1973-3-san_francisco,anthropic.claude-instant-v1-10k,-1,-1,1,0,0,high,This is a mock justification for testing purposes.
754,1973-3-san_francisco,anthropic.claude-instant-v1-100k,1,0,0,-1,0,high,This is a mock justification for testing purposes.
755,1973-3-san_francisco,anthropic.claude-instant-v1-1k,0,0,1,0,1,high,This is a mock justification for testing purposes.
756,1973-3-san_francisco,anthropic.claude-instant-v1-10k,1,0,-1,0,-1,medium,This is a mock justification for testing purposes.
757,1973-3-san_francisco,anthropic.claude-instant-v1-100k,1,-1,1,0,0,low,This is a mock justification for testing purposes.
758,1973-3-san_francisco,anthropic.claude-instant-v1-1k,0,-1,0,1,0,low,This is a mock justification for testing purposes.
759,1973-3-san_francisco,anthropic.claude-instant-v1-10k,1,-1,1,-1,0,medium,This is a mock justification for testing purposes.
760,1973-3-san_francisco,anthropic.claude-instant-v1-100k,0,0,0,-1,0,high,This is a mock justification for testing purposes.
761,1973-3-st_louis,anthropic.claude-v2,0,0,1,-1,1,medium,This is a mock justification for testing purposes.
762,1973-3-st_louis,ai21.j2-ultra-v1,1,1,0,1,0,low,This is a mock justification for testing purposes.
763,1973-3-st_louis,amazon.titan-text-express-v1,1,-1,-1,-1,0,high,This is a mock justification for testing purposes.
764,1973-3-st_louis,anthropic.claude-instant-v1,1,-1,1,0,1,medium,This is a mock justification for testing purposes.
765,1973-3-st_louis,anthropic.claude-instant-v1-100k,0,-1,1,1,-1,low,This is a mock justification for testing purposes.
766,1973-3-st_louis,anthropic.claude-instant-v1-1k,0,1,0,1,0,low,This is a mock justification for testing purposes.
767,1973-3-st_louis,anthropic.claude-instant-v1-10k,1,-1,-1,0,0,low,This is a mock justification for testing purposes.
768,1973-3-st_louis,anthropic.claude-instant-v1-100k,-1,0,-1,-1,-1,high,This is a mock justification for testing purposes.
769,1973-3-st_louis,anthropic.claude-instant-v1-1k,0,1,1,0,1,medium,This is a mock justification for testing purposes.
770,1973-3-st_louis,anthropic.claude-instant-v1-10k,-1,0,-1,0,1,high,This is a mock justification for testing purposes.
771,1973-3-st_louis,anthropic.claude-instant-v1-100k,1,0,1,1,0,low,This is a mock justification for testing purposes.
772,1973-3-st_louis,anthropic.claude-instant-v1-1k,0,-1,0,-1,0,medium,This is a mock justification for testing purposes.
773,1973-3-st_louis,anthropic.claude-instant-v1-10k,0,-1,-1,1,0,high,This is a mock justification for testing purposes.
774,1973-3-st_louis,anthropic.claude-instant-v1-100k,1,0,0,1,0,medium,This is a mock justification for testing purposes.
775,1973-3-st_louis,anthropic.claude-instant-v1-1k,0,0,0,-1,1,medium,This is a mock justification for testing purposes.
776,1973-3-st_louis,anthropic.claude-instant-v1-10k,0,1,1,0,1,medium,This is a mock justification for testing purposes.
777,1973-3-st_louis,anthropic.claude-instant-v1-100k,1,1,1,0,1,low,This is a mock justification for testing purposes.
778,1973-3-st_louis,anthropic.claude-instant-v1-1k,0,0,-1,-1,0,medium,This is a mock justification for testing purposes.
779,1973-3-st_louis,anthropic.claude-instant-v1-10k,-1,-1,-1,0,-1,high,This is a mock justification for testing purposes.
780,1973-3-st_louis,anthropic.claude-instant-v1-100k,1,0,1,0,-1,low,This is a mock justification for testing purposes.
781,1973-4-atlanta,anthropic.claude-v2,0,0,-1,-1,0,high,This is a mock justification for testing purposes.
782,1973-4-atlanta,ai21.j2-ultra-v1,1,-1,0,0,1,high,This is a mock justification for testing purposes.
783,1973-4-atlanta,amazon.titan-text-express-v1,-1,0,1,1,0,low,This is a mock justification for testing purposes.
784,1973-4-atlanta,anthropic.claude-instant-v1,-1,0,0,-1,1,high,This is a mock justification for testing purposes.
785,1973-4-atlanta,anthropic.claude-instant-v1-100k,-1,0,-1,0,-1,high,This is a mock justification for testing purposes.
786,1973-4-atlanta,anthropic.claude-instant-v1-1k,-1,0,0,1,-1,high,This is a mock justification for testing purposes.
787,1973-4-atlanta,anthropic.claude-instant-v1-10k,-1,1,0,0,-1,low,This is a mock justification for testing purposes.
788,1973-4-atlanta,anthropic.claude-instant-v1-100k,1,1,0,0,-1,low,This is a mock justification for testing purposes.
789,1973-4-atlanta,anthropic.claude-instant-v1-1k,1,0,1,1,0,low,This is a mock justification for testing purposes.
790,1973-4-atlanta,anthropic.claude-instant-v1-10k,-1,1,-1,-1,0,low,This is a mock justification for testing purposes.
791,1973-4-atlanta,anthropic.claude-instant-v1-100k,-1,0,0,0,0,high,This is a mock justification for testing purposes.
792,1973-4-atlanta,anthropic.claude-instant-v1-1k,1,1,0,1,1,low,This is a mock justification for testing purposes.
793,1973-4-atlanta,anthropic.claude-instant-v1-10k,-1,0,1,1,1,medium,This is a mock justification for testing purposes.
794,1973-4-atlanta,anthropic.claude-instant-v1-100k,-1,0,0,-1,0,low,This is a mock justification for testing purposes.
795,1973-4-atlanta,anthropic.claude-instant-v1-1k,1,-1,-1,-1,-1,high,This is a mock justification for testing purposes.
796,1973-4-atlanta,anthropic.claude-instant-v1-10k,0,1,-1,-1,1,low,This is a mock justification for testing purposes.
797,1973-4-atlanta,anthropic.claude-instant-v1-100k,0,1,1,0,1,medium,This is a mock justification for testing purposes.
798,1973-4-atlanta,anthropic.claude-instant-v1-1k,-1,-1,1,1,0,high,This is a mock justification for testing purposes.
799,1973-4-atlanta,anthropic.claude-instant-v1-10k,-1,0,1,0,-1,low,This is a mock justification for testing purposes.
800,1973-4-atlanta,anthropic.claude-instant-v1-100k,0,0,-1,0,1,medium,This is a mock justification for testing purposes.
801,1973-4-boston,anthropic.claude-v2,0,-1,-1,0,1,low,This is a mock justification for testing purposes.
802,1973-4-boston,ai21.j2-ultra-v1,0,-1,0,1,0,low,This is a mock justification for testing purposes.
803,1973-4-boston,amazon.titan-text-express-v1,0,1,-1,0,-1,medium,This is a mock justification for testing purposes.
804,1973-4-boston,anthropic.claude-instant-v1,-1,-1,-1,-1,1,medium,This is a mock justification for testing purposes.
805,1973-4-boston,anthropic.claude-instant-v1-100k,-1,-1,1,1,0,medium,This is a mock justification for testing purposes.
806,1973-4-boston,anthropic.claude-instant-v1-1k,0,1,1,0,-1,high,This is a mock justification for testing purposes.
807,1973-4-boston,anthropic.claude-instant-v1-10k,0,1,0,-1,0,medium,This is a mock justification for testing purposes.
808,1973-4-boston,anthropic.claude-instant-v1-100k,0,0,-1,1,-1,medium,This is a mock justification for testing purposes.
809,1973-4-boston,anthropic.claude-instant-v1-1k,0,-1,1,0,0,medium,This is a mock justification for testing purposes.
810,1973-4-boston,anthropic.claude-instant-v1-10k,-1,0,-1,-1,0,low,This is a mock justification for testing purposes.
811,1973-4-boston,anthropic.claude-instant-v1-100k,0,1,-1,0,-1,high,This is a mock justification for testing purposes.
812,1973-4-boston,anthropic.claude-instant-v1-1k,0,-1,-1,-1,-1,medium,This is a mock justification for testing purposes.
813,1973-4-boston,anthropic.claude-instant-v1-10k,-1,0,1,1,0,high,This is a mock justification for testing purposes.
814,1973-4-boston,anthropic.claude-instant-v1-100k,0,-1,0,-1,1,medium,This is a mock justification for testing purposes.
815,1973-4-boston,anthropic.claude-instant-v1-1k,1,1,0,1,-1,high,This is a mock justification for testing purposes.
816,1973-4-boston,anthropic.claude-instant-v1-10k,1,-1,-1,1,1,low,This is a mock justification for testing purposes.
817,1973-4-boston,anthropic.claude-instant-v1-100k,1,1,-1,0,0,high,This is a mock justification for testing purposes.
818,1973-4-boston,anthropic.claude-instant-v1-1k,0,-1,0,-1,0,high,This is a mock justification for testing purposes.
819,1973-4-boston,anthropic.claude-instant-v1-10k,1,0,0,-1,1,high,This is a mock justification for testing purposes.
820,1973-4-boston,anthropic.claude-instant-v1-100k,0,1,1,-1,1,medium,This is a mock justification for testing purposes.
821,1973-4-chicago,anthropic.claude-v2,-1,0,-1,1,0,high,This is a mock justification for testing purposes.
822,1973-4-chicago,ai21.j2-ultra-v1,0,1,-1,-1,0,high,This is a mock justification for testing purposes.
823,1973-4-chicago,amazon.titan-text-express-v1,0,-1,1,-1,-1,medium,This is a mock justification for testing purposes.
824,1973-4-chicago,anthropic.claude-instant-v1,0,1,0,0,-1,medium,This is a mock justification for testing purposes.
825,1973-4-chicago,anthropic.claude-instant-v1-100k,0,0,-1,0,0,medium,This is a mock justification for testing purposes.
826,1973-4-chicago,anthropic.claude-instant-v1-1k,-1,1,-1,-1,-1,high,This is a mock justification for testing purposes.
827,1973-4-chicago,anthropic.claude-instant-v1-10k,0,1,1,1,1,medium,This is a mock justification for testing purposes.
828,1973-4-chicago,anthropic.claude-instant-v1-100k,0,0,0,-1,1,low,This is a mock justification for testing purposes.
829,1973-4-chicago,anthropic.claude-instant-v1-1k,0,0,0,1,1,low,This is a mock justification for testing purposes.
830,1973-4-chicago,anthropic.claude-instant-v1-10k,1,-1,1,1,-1,medium,This is a mock justification for testing purposes.
831,1973-4-chicago,anthropic.claude-instant-v1-100k,-1,0,0,-1,-1,low,This is a mock justification for testing purposes.
832,1973-4-chicago,anthropic.claude-instant-v1-1k,1,-1,0,-1,0,high,This is a mock justification for testing purposes.
833,1973-4-chicago,anthropic.claude-instant-v1-10k,-1,-1,0,-1,1,low,This is a mock justification for testing purposes.
834,1973-4-chicago,anthropic.claude-instant-v1-100k,0,1,1,1,-1,low,This is a mock justification for testing purposes.
835,1973-4-chicago,anthropic.claude-instant-v1-1k,-1,-1,-1,1,0,high,This is a mock justification for testing purposes.
836,1973-4-chicago,anthropic.claude-instant-v1-10k,0,-1,1,0,-1,low,This is a mock justification for testing purposes.
837,1973-4-chicago,anthropic.claude-instant-v1-100k,-1,1,0,0,1,medium,This is a mock justification for testing purposes.
838,1973-4-chicago,anthropic.claude-instant-v1-1k,-1,0,1,0,1,high,This is a mock justification for testing purposes.
839,1973-4-chicago,anthropic.claude-instant-v1-10k,-1,1,1,1,0,medium,This is a mock justification for testing purposes.
840,1973-4-chicago,anthropic.claude-instant-v1-100k,0,-1,1,-1,-1,low,This is a mock justification for testing purposes.
841,1973-4-cleveland,anthropic.claude-v2,0,-1,-1,1,-1,low,This is a mock justification for testing purposes.
842,1973-4-cleveland,ai21.j2-ultra-v1,0,0,-1,-1,1,medium,This is a mock justification for testing purposes.
843,1973-4-cleveland,amazon.titan-text-express-v1,0,0,1,0,0,medium,This is a mock justification for testing purposes.
844,1973-4-cleveland,anthropic.claude-instant-v1,0,1,0,0,0,low,This is a mock justification for testing purposes.
845,1973-4-cleveland,anthropic.claude-instant-v1-100k,-1,0,0,-1,-1,low,This is a mock justification for testing purposes.
846,1973-4-cleveland,anthropic.claude-instant-v1-1k,1,-1,-1,-1,1,high,This is a mock justification for testing purposes.
847,1973-4-cleveland,anthropic.claude-instant-v1-10k,-1,0,1,-1,-1,low,This is a mock justification for testing purposes.
848,1973-4-cleveland,anthropic.claude-instant-v1-100k,1,1,1,0,0,low,This is a mock justification for testing purposes.
849,1973-4-cleveland,anthropic.claude-instant-v1-1k,0,-1,0,0,-1,high,This is a mock justification for testing purposes.
850,1973-4-cleveland,anthropic.claude-instant-v1-10k,0,1,1,-1,-1,low,This is a mock justification for testing purposes.
851,1973-4-cleveland,anthropic.claude-instant-v1-100k,1,0,1,-1,1,medium,This is a mock justification for testing purposes.
852,1973-4-cleveland,anthropic.claude-instant-v1-1k,0,-1,1,1,0,low,This is a mock justification for testing purposes.
853,1973-4-cleveland,anthropic.claude-instant-v1-10k,0,-1,0,1,1,low,This is a mock justification for testing purposes.
854,1973-4-cleveland,anthropic.claude-instant-v1-100k,0,-1,0,-1,0,low,This is a mock justification for testing purposes.
855,1973-4-cleveland,anthropic.claude-instant-v1-1k,1,-1,0,1,-1,low,This is a mock justification for testing purposes.
856,1973-4-cleveland,anthropic.claude-instant-v1-10k,0,0,0,0,1,high,This is a mock justification for testing purposes.
857,1973-4-cleveland,anthropic.claude-instant-v1-100k,1,1,0,-1,0,low,This is a mock justification for testing purposes.
858,1973-4-cleveland,anthropic.claude-instant-v1-1k,1,1,1,-1,-1,high,This is a mock justification for testing purposes.
859,1973-4-cleveland,anthropic.claude-instant-v1-10k,0,1,-1,-1,-1,low,This is a mock justification for testing purposes.
860,1973-4-cleveland,anthropic.claude-instant-v1-100k,1,0,1,-1,1,medium,This is a mock justification for testing purposes.
861,1973-4-dallas,anthropic.claude-v2,1,1,1,0,1,low,This is a mock justification for testing purposes.
862,1973-4-dallas,ai21.j2-ultra-v1,0,0,1,0,1,medium,This is a mock justification for testing purposes.
863,1973-4-dallas,amazon.titan-text-express-v1,0,1,1,1,-1,medium,This is a mock justification for testing purposes.
864,1973-4-dallas,anthropic.claude-instant-v1,1,1,1,-1,0,medium,This is a mock justification for testing purposes.
865,1973-4-dallas,anthropic.claude-instant-v1-100k,0,1,-1,1,1,low,This is a mock justification for testing purposes.
866,1973-4-dallas,anthropic.claude-instant-v1-1k,-1,1,-1,-1,-1,low,This is a mock justification for testing purposes.
867,1973-4-dallas,anthropic.claude-instant-v1-10k,1,1,-1,-1,0,medium,This is a mock justification for testing purposes.
868,1973-4-dallas,anthropic.claude-instant-v1-100k,1,0,1,0,1,high,This is a mock justification for testing purposes.
869,1973-4-dallas,anthropic.claude-instant-v1-1k,-1,1,-1,0,-1,high,This is a mock justification for testing purposes.
870,1973-4-dallas,anthropic.claude-instant-v1-10k,-1,-1,1,0,1,medium,This is a mock justification for testing purposes.
871,1973-4-dallas,anthropic.claude-instant-v1-100k,1,0,0,-1,1,low,This is a mock justification for testing purposes.
872,1973-4-dallas,anthropic.claude-instant-v1-1k,0,1,1,-1,1,low,This is a mock justification for testing purposes.
873,1973-4-dallas,anthropic.claude-instant-v1-10k,-1,1,1,-1,0,medium,This is a mock justification for testing purposes.
874,1973-4-dallas,anthropic.claude-instant-v1-100k,0,0,0,0,0,high,This is a mock justification for testing purposes.
875,1973-4-dallas,anthropic.claude-instant-v1-1k,0,0,1,1,-1,low,This is a mock justification for testing purposes.
876,1973-4-dallas,anthropic.claude-instant-v1-10k,0,-1,0,1,1,low,This is a mock justification for testing purposes.
877,1973-4-dallas,anthropic.claude-instant-v1-100k,0,1,1,1,1,high,This is a mock justification for testing purposes.
878,1973-4-dallas,anthropic.claude-instant-v1-1k,-1,-1,0,-1,-1,low,This is a mock justification for testing purposes.
879,1973-4-dallas,anthropic.claude-instant-v1-10k,0,0,0,-1,-1,low,This is a mock justification for testing purposes.
880,1973-4-dallas,anthropic.claude-instant-v1-100k,0,1,1,0,0,medium,This is a mock justification for testing purposes.
881,1973-4-kensas_city,anthropic.claude-v2,-1,1,0,-1,0,low,This is a mock justification for testing purposes.
882,1973-4-kensas_city,ai21.j2-ultra-v1,0,-1,0,-1,1,medium,This is a mock justification for testing purposes.
883,1973-4-kensas_city,amazon.titan-text-express-v1,0,1,1,-1,-1,medium,This is a mock justification for testing purposes.
884,1973-4-kensas_city,anthropic.claude-instant-v1,-1,1,0,1,1,high,This is a mock justification for testing purposes.
885,1973-4-kensas_city,anthropic.claude-instant-v1-100k,0,-1,1,1,1,high,This is a mock justification for testing purposes.
886,1973-4-kensas_city,anthropic.claude-instant-v1-1k,1,1,-1,-1,1,low,This is a mock justification for testing purposes.
887,1973-4-kensas_city,anthropic.claude-instant-v1-10k,0,0,1,1,-1,medium,This is a mock justification for testing purposes.
888,1973-4-kensas_city,anthropic.claude-instant-v1-100k,1,-1,1,-1,-1,low,This is a mock justification for testing purposes.
889,1973-4-kensas_city,anthropic.claude-instant-v1-1k,-1,0,0,-1,-1,low,This is a mock justification for testing purposes.
890,1973-4-kensas_city,anthropic.claude-instant-v1-10k,0,0,-1,0,0,low,This is a mock justification for testing purposes.
891,1973-4-kensas_city,anthropic.claude-instant-v1-100k,1,1,0,-1,0,high,This is a mock justification for testing purposes.
892,1973-4-kensas_city,anthropic.claude-instant-v1-1k,-1,1,-1,1,0,low,This is a mock justification for testing purposes.
893,1973-4-kensas_city,anthropic.claude-instant-v1-10k,-1,-1,0,1,-1,medium,This is a mock justification for testing purposes.
894,1973-4-kensas_city,anthropic.claude-instant-v1-100k,0,-1,-1,-1,1,low,This is a mock justification for testing purposes.
895,1973-4-kensas_city,anthropic.claude-instant-v1-1k,-1,1,1,1,0,medium,This is a mock justification for testing purposes.
896,1973-4-kensas_city,anthropic.claude-instant-v1-10k,0,-1,1,-1,1,medium,This is a mock justification for testing purposes.
897,1973-4-kensas_city,anthropic.claude-instant-v1-100k,-1,-1,1,-1,1,low,This is a mock justification for testing purposes.
898,1973-4-kensas_city,anthropic.claude-instant-v1-1k,-1,1,-1,0,-1,low,This is a mock justification for testing purposes.
899,1973-4-kensas_city,anthropic.claude-instant-v1-10k,1,0,-1,-1,1,low,This is a mock justification for testing purposes.
900,1973-4-kensas_city,anthropic.claude-instant-v1-100k,0,-1,-1,0,0,low,This is a mock justification for testing purposes.
901,1973-4-minneapolis,anthropic.claude-v2,1,1,0,-1,1,high,This is a mock justification for testing purposes.
902,1973-4-minneapolis,ai21.j2-ultra-v1,-1,1,0,-1,1,low,This is a mock justification for testing purposes.
903,1973-4-minneapolis,amazon.titan-text-express-v1,-1,-1,1,-1,-1,low,This is a mock justification for testing purposes.
904,1973-4-minneapolis,anthropic.claude-instant-v1,-1,0,1,1,0,low,This is a mock justification for testing purposes.
905,1973-4-minneapolis,anthropic.claude-instant-v1-100k,-1,1,0,0,1,medium,This is a mock justification for testing purposes.
906,1973-4-minneapolis,anthropic.claude-instant-v1-1k,1,1,-1,0,0,medium,This is a mock justification for testing purposes.
907,1973-4-minneapolis,anthropic.claude-instant-v1-10k,-1,-1,0,0,1,medium,This is a mock justification for testing purposes.
908,1973-4-minneapolis,anthropic.claude-instant-v1-100k,1,1,1,-1,-1,high,This is a mock justification for testing purposes.
909,1973-4-minneapolis,anthropic.claude-instant-v1-1k,1,-1,0,-1,1,low,This is a mock justification for testing purposes.
910,1973-4-minneapolis,anthropic.claude-instant-v1-10k,-1,-1,1,1,-1,high,This is a mock justification for testing purposes.
911,1973-4-minneapolis,anthropic.claude-instant-v1-100k,1,-1,-1,-1,-1,medium,This is a mock justification for testing purposes.
912,1973-4-minneapolis,anthropic.claude-instant-v1-1k,-1,-1,0,-1,1,low,This is a mock justification for testing purposes.
913,1973-4-minneapolis,anthropic.claude-instant-v1-10k,-1,1,0,1,0,medium,This is a mock justification for testing purposes.
914,1973-4-minneapolis,anthropic.claude-instant-v1-100k,-1,-1,0,-1,0,high,This is a mock justification for testing purposes.
915,1973-4-minneapolis,anthropic.claude-instant-v1-1k,0,1,1,0,0,high,This is a mock justification for testing purposes.
916,1973-4-minneapolis,anthropic.claude-instant-v1-10k,1,-1,-1,-1,-1,high,This is a mock justification for testing purposes.
917,1973-4-minneapolis,anthropic.claude-instant-v1-100k,0,1,1,0,1,medium,This is a mock justification for testing purposes.
918,1973-4-minneapolis,anthropic.claude-instant-v1-1k,0,-1,0,0,1,low,This is a mock justification for testing purposes.
919,1973-4-minneapolis,anthropic.claude-instant-v1-10k,-1,-1,0,-1,1,low,This is a mock justification for testing purposes.
920,1973-4-minneapolis,anthropic.claude-instant-v1-100k,-1,-1,0,1,1,high,This is a mock justification for testing purposes.
921,1973-4-national_summary,anthropic.claude-v2,0,1,-1,0,-1,low,This is a mock justification for testing purposes.
922,1973-4-national_summary,ai21.j2-ultra-v1,-1,0,1,-1,-1,high,This is a mock justification for testing purposes.
923,1973-4-national_summary,amazon.titan-text-express-v1,-1,-1,1,1,-1,medium,This is a mock justification for testing purposes.
924,1973-4-national_summary,anthropic.claude-instant-v1,0,0,0,1,0,low,This is a mock justification for testing purposes.
925,1973-4-national_summary,anthropic.claude-instant-v1-100k,-1,-1,1,-1,0,low,This is a mock justification for testing purposes.
926,1973-4-national_summary,anthropic.claude-instant-v1-1k,0,0,0,-1,-1,medium,This is a mock justification for testing purposes.
927,1973-4-national_summary,anthropic.claude-instant-v1-10k,1,0,1,0,-1,medium,This is a mock justification for testing purposes.
928,1973-4-national_summary,anthropic.claude-instant-v1-100k,-1,-1,-1,0,1,medium,This is a mock justification for testing purposes.
929,1973-4-national_summary,anthropic.claude-instant-v1-1k,-1,1,-1,0,0,low,This is a mock justification for testing purposes.
930,1973-4-national_summary,anthropic.claude-instant-v1-10k,0,-1,0,-1,1,medium,This is a mock justification for testing purposes.
931,1973-4-national_summary,anthropic.claude-instant-v1-100k,1,0,1,-1,0,low,This is a mock justification for testing purposes.
932,1973-4-national_summary,anthropic.claude-instant-v1-1k,-1,0,0,-1,-1,medium,This is a mock justification for testing purposes.
933,1973-4-national_summary,anthropic.claude-instant-v1-10k,1,-1,0,-1,-1,low,This is a mock justification for testing purposes.
934,1973-4-national_summary,anthropic.claude-instant-v1-100k,0,-1,0,1,-1,low,This is a mock justification for testing purposes.
935,1973-4-national_summary,anthropic.claude-instant-v1-1k,0,0,1,-1,0,low,This is a mock justification for testing purposes.
936,1973-4-national_summary,anthropic.claude-instant-v1-10k,-1,1,1,-1,-1,low,This is a mock justification for testing purposes.
937,1973-4-national_summary,anthropic.claude-instant-v1-100k,-1,0,0,0,-1,low,This is a mock justification for testing purposes.
938,1973-4-national_summary,anthropic.claude-instant-v1-1k,-1,1,1,0,-1,low,This is a mock justification for testing purposes.
939,1973-4-national_summary,anthropic.claude-instant-v1-10k,-1,0,-1,-1,0,low,This is a mock justification for testing purposes.
940,1973-4-national_summary,anthropic.claude-instant-v1-100k,-1,0,-1,1,1,high,This is a mock justification for testing purposes.
941,1973-4-new_york,anthropic.claude-v2,1,-1,-1,0,0,low,This is a mock justification for testing purposes.
